등급,과목,구분 점수,인원(명),비율(퍼센트)
9,물리학 Ⅰ,34미만,1610,2.77
1,화학 Ⅰ,65,2599,5.9
2,화학 Ⅰ,63,3021,6.85
3,화학 Ⅰ,59,6553,14.87
4,화학 Ⅰ,54,6674,15.14
5,화학 Ⅰ,46,8047,18.26
6,화학 Ⅰ,40,8512,19.31
7,화학 Ⅰ,37,4744,10.76
8,화학 Ⅰ,34,3024,6.86
9,화학 Ⅰ,34미만,900,2.04
1,생명과학 Ⅰ,65,5926,4.56
2,생명과학 Ⅰ,62,9374,7.22
3,생명과학 Ⅰ,58,22062,16.99
4,생명과학 Ⅰ,55,14938,11.51
5,생명과학 Ⅰ,48,26620,20.51
6,생명과학 Ⅰ,41,22931,17.66
7,생명과학 Ⅰ,36,15840,12.2
8,생명과학 Ⅰ,32,7181,5.53
9,생명과학 Ⅰ,32미만,4946,3.81
1,지구과학 Ⅰ,67,6099,4.27
2,지구과학 Ⅰ,63,13626,9.55
3,지구과학 Ⅰ,59,13927,9.76
4,지구과학 Ⅰ,53,26787,18.78
5,지구과학 Ⅰ,46,27323,19.15
6,지구과학 Ⅰ,41,23534,16.5
7,지구과학 Ⅰ,37,16286,11.41
8,지구과학 Ⅰ,35,10920,7.65
9,지구과학 Ⅰ,35미만,4170,2.92
1,물리학 Ⅱ,69,251,4.88
2,물리학 Ⅱ,66,321,6.24
3,물리학 Ⅱ,59,717,13.93
4,물리학 Ⅱ,51,780,15.15
5,물리학 Ⅱ,44,1399,27.18
6,물리학 Ⅱ,41,774,15.03
7,물리학 Ⅱ,40,367,7.13
8,물리학 Ⅱ,37,387,7.52
9,물리학 Ⅱ,37미만,152,2.95
1,화학 Ⅱ,69,226,4.22
2,화학 Ⅱ,64,443,8.26
3,화학 Ⅱ,59,576,10.75
4,화학 Ⅱ,52,909,16.96
5,화학 Ⅱ,46,1149,21.44
6,화학 Ⅱ,41,1008,18.81
7,화학 Ⅱ,38,518,9.66
8,화학 Ⅱ,36,412,7.69
9,화학 Ⅱ,36미만,119,2.22
1,생명과학 Ⅱ,67,345,4.99
2,생명과학 Ⅱ,63,647,9.36
3,생명과학 Ⅱ,59,694,10.04
4,생명과학 Ⅱ,53,1098,15.89
5,생명과학 Ⅱ,46,1466,21.22
6,생명과학 Ⅱ,41,1101,15.94
7,생명과학 Ⅱ,38,875,12.66
8,생명과학 Ⅱ,35,497,7.19
9,생명과학 Ⅱ,35미만,186,2.69
1,지구과학 Ⅱ,70,183,4.06
2,지구과학 Ⅱ,65,355,7.87
3,지구과학 Ⅱ,60,517,11.47
4,지구과학 Ⅱ,50,826,18.32
5,지구과학 Ⅱ,44,1136,25.2
6,지구과학 Ⅱ,41,903,20.03
7,지구과학 Ⅱ,40,113,2.51
8,지구과학 Ⅱ,37,378,8.39
9,지구과학 Ⅱ,37미만,97,2.15
1,성공적인 직업생활,68,172,4.9
2,성공적인 직업생활,64,310,8.83
3,성공적인 직업생활,59,384,10.93
4,성공적인 직업생활,51,666,18.96
5,성공적인 직업생활,46,588,16.74
6,성공적인 직업생활,42,644,18.34
7,성공적인 직업생활,38,432,12.3
8,성공적인 직업생활,35,193,5.5
9,성공적인 직업생활,35미만,123,3.5
1,농업 기초 기술,65,10,4.27
2,농업 기초 기술,63,18,7.69
3,농업 기초 기술,60,26,11.11
4,농업 기초 기술,53,45,19.23
5,농업 기초 기술,48,43,18.38
6,농업 기초 기술,42,40,17.09
7,농업 기초 기술,36,27,11.54
8,농업 기초 기술,32,21,8.97
9,농업 기초 기술,32미만,4,1.71
1,공업 일반,65,73,5.64
2,공업 일반,63,88,6.8
3,공업 일반,60,148,11.44
4,공업 일반,54,235,18.16
5,공업 일반,46,244,18.86
6,공업 일반,41,222,17.16
7,공업 일반,37,174,13.45
8,공업 일반,34,89,6.88
9,공업 일반,34미만,21,1.62
1,상업 경제,68,59,5.62
2,상업 경제,65,63,6.01
3,상업 경제,58,155,14.78
4,상업 경제,52,168,16.02
5,상업 경제,46,187,17.83
6,상업 경제,41,192,18.3
7,상업 경제,38,137,13.06
8,상업 경제,35,63,6.01
9,상업 경제,35미만,25,2.38
1,수산·해운 산업 기초,66,1,5.88
2,수산·해운 산업 기초,64,1,5.88
3,수산·해운 산업 기초,59,2,11.76
4,수산·해운 산업 기초,53,3,17.65
5,수산·해운 산업 기초,50,4,23.53
6,수산·해운 산업 기초,41,3,17.65
7,수산·해운 산업 기초,34,2,11.76
8,수산·해운 산업 기초,28,1,5.88
9,수산·해운 산업 기초,28미만,-,-
1,인간발달,66,85,8.22
2,인간발달,63,90,8.7
3,인간발달,61,72,6.96
4,인간발달,53,167,16.15
5,인간발달,46,225,21.76
6,인간발달,41,164,15.86
7,인간발달,38,129,12.48
8,인간발달,35,76,7.35
9,인간발달,35미만,26,2.51
1,독일어 Ⅰ,45,96,5.33
2,독일어 Ⅰ,40,172,9.55
3,독일어 Ⅰ,35,134,7.44
4,독일어 Ⅰ,30,98,5.44
5,독일어 Ⅰ,25,114,6.33
6,독일어 Ⅰ,20,211,11.72
7,독일어 Ⅰ,15,384,21.32
8,독일어 Ⅰ,10,424,23.54
9,독일어 Ⅰ,10미만,168,9.33
1,프랑스어 Ⅰ,45,115,4.79
2,프랑스어 Ⅰ,40,179,7.45
3,프랑스어 Ⅰ,35,211,8.78
4,프랑스어 Ⅰ,30,176,7.32
5,프랑스어 Ⅰ,25,233,9.7
6,프랑스어 Ⅰ,20,331,13.77
7,프랑스어 Ⅰ,15,496,20.64
8,프랑스어 Ⅰ,10,468,19.48
9,프랑스어 Ⅰ,10미만,194,8.07
1,스페인어 Ⅰ,45,158,4.82
2,스페인어 Ⅰ,40,205,6.26
3,스페인어 Ⅰ,35,161,4.91
4,스페인어 Ⅰ,30,168,5.13
5,스페인어 Ⅰ,25,224,6.84
6,스페인어 Ⅰ,20,420,12.82
7,스페인어 Ⅰ,15,816,24.91
8,스페인어 Ⅰ,10,827,25.24
9,스페인어 Ⅰ,10미만,297,9.07
1,중국어 Ⅰ,45,796,11.43
2,중국어 Ⅰ,40,674,9.67
3,중국어 Ⅰ,35,592,8.5
4,중국어 Ⅰ,30,545,7.82
5,중국어 Ⅰ,25,575,8.25
6,중국어 Ⅰ,20,761,10.92
7,중국어 Ⅰ,15,1248,17.91
8,중국어 Ⅰ,10,1351,19.39
9,중국어 Ⅰ,10미만,425,6.1
1,일본어 Ⅰ,45,376,2.89
2,일본어 Ⅰ,40,939,7.22
3,일본어 Ⅰ,35,1035,7.95
4,일본어 Ⅰ,30,856,6.58
5,일본어 Ⅰ,25,846,6.5
6,일본어 Ⅰ,20,968,7.44
7,일본어 Ⅰ,15,1861,14.3
8,일본어 Ⅰ,10,3754,28.85
9,일본어 Ⅰ,10미만,2377,18.27
1,러시아어 Ⅰ,45,42,7.46
2,러시아어 Ⅰ,40,43,7.64
3,러시아어 Ⅰ,35,42,7.46
4,러시아어 Ⅰ,30,24,4.26
5,러시아어 Ⅰ,25,32,5.68
6,러시아어 Ⅰ,20,32,5.68
7,러시아어 Ⅰ,15,70,12.43
8,러시아어 Ⅰ,10,168,29.84
9,러시아어 Ⅰ,10미만,110,19.54
1,아랍어 Ⅰ,45,49,1.26
2,아랍어 Ⅰ,40,22,0.56
3,아랍어 Ⅰ,35,30,0.77
4,아랍어 Ⅰ,30,48,1.23
5,아랍어 Ⅰ,25,265,6.8
6,아랍어 Ⅰ,20,870,22.33
7,아랍어 Ⅰ,15,1327,34.06
8,아랍어 Ⅰ,10,947,24.31
9,아랍어 Ⅰ,10미만,338,8.68
1,베트남어 Ⅰ,45,35,8.06
2,베트남어 Ⅰ,40,23,5.3
3,베트남어 Ⅰ,35,21,4.84
4,베트남어 Ⅰ,30,19,4.38
5,베트남어 Ⅰ,25,21,4.84
6,베트남어 Ⅰ,20,56,12.9
7,베트남어 Ⅰ,15,111,25.58
8,베트남어 Ⅰ,10,107,24.65
9,베트남어 Ⅰ,10미만,41,9.45
1,한문 Ⅰ,45,244,2.08
2,한문 Ⅰ,40,443,3.77
3,한문 Ⅰ,35,701,5.97
4,한문 Ⅰ,30,1622,13.8
5,한문 Ⅰ,25,2484,21.14
6,한문 Ⅰ,20,2765,23.53
7,한문 Ⅰ,15,1942,16.53
8,한문 Ⅰ,10,1211,10.31
9,한문 Ⅰ,10미만,338,2.88
