등급,과목,구분 점수,인원(명),비율(퍼센트)
2,한국 지리,65,3720,6.1
3,한국 지리,59,9054,14.85
4,한국 지리,53,8752,14.36
5,한국 지리,45,13047,21.41
6,한국 지리,40,13118,21.52
7,한국 지리,38,5605,9.2
8,한국 지리,36,2271,3.73
9,한국 지리,36미만,2152,3.53
1,세계 지리,66,1857,4.72
2,세계 지리,64,2593,6.59
3,세계 지리,60,4719,11.99
4,세계 지리,54,7333,18.63
5,세계 지리,46,8529,21.67
6,세계 지리,40,5860,14.89
7,세계 지리,37,4412,11.21
8,세계 지리,35,2702,6.86
9,세계 지리,35미만,1358,3.45
1,동아시아사,69,1102,4.14
2,동아시아사,65,1827,6.87
3,동아시아사,59,3662,13.77
4,동아시아사,51,4390,16.51
5,동아시아사,45,5837,21.95
6,동아시아사,41,4391,16.51
7,동아시아사,39,3090,11.62
8,동아시아사,36,1565,5.88
9,동아시아사,36미만,731,2.75
1,세계사,68,1001,5.41
2,세계사,65,1091,5.9
3,세계사,60,2308,12.48
4,세계사,51,3274,17.7
5,세계사,45,3536,19.11
6,세계사,41,3962,21.42
7,세계사,38,2753,14.88
8,세계사,-,-,-
9,세계사,38미만,574,3.1
1,법과 정치,69,1339,5.07
2,법과 정치,64,2134,8.08
3,법과 정치,58,2858,10.82
4,법과 정치,51,4889,18.51
5,법과 정치,45,5149,19.49
6,법과 정치,42,4363,16.52
7,법과 정치,39,3493,13.22
8,법과 정치,36,1572,5.95
9,법과 정치,36미만,619,2.34
1,경제,70,297,4.19
2,경제,66,571,8.06
3,경제,60,776,10.96
4,경제,49,1246,17.59
5,경제,44,1505,21.25
6,경제,42,1651,23.31
7,경제,41,257,3.63
8,경제,39,578,8.16
9,경제,39미만,201,2.84
1,사회·문화,66,5359,4.22
2,사회·문화,62,13574,10.69
3,사회·문화,59,12336,9.71
4,사회·문화,54,22775,17.93
5,사회·문화,46,26324,20.73
6,사회·문화,41,18716,14.74
7,사회·문화,36,16109,12.68
8,사회·문화,35,8185,6.44
9,사회·문화,35미만,3625,2.85
1,물리 Ⅰ,66,2268,4.24
2,물리 Ⅰ,63,3783,7.07
3,물리 Ⅰ,60,7301,13.64
4,물리 Ⅰ,54,9237,17.25
5,물리 Ⅰ,46,10361,19.35
6,물리 Ⅰ,40,8827,16.49
7,물리 Ⅰ,37,7081,13.23
8,물리 Ⅰ,35,3200,5.98
9,물리 Ⅰ,35미만,1479,2.76
1,화학 Ⅰ,65,4388,6.15
2,화학 Ⅰ,63,4858,6.81
3,화학 Ⅰ,59,8699,12.19
4,화학 Ⅰ,54,12157,17.03
5,화학 Ⅰ,47,13891,19.46
6,화학 Ⅰ,40,12400,17.37
7,화학 Ⅰ,37,7951,11.14
8,화학 Ⅰ,34,5250,7.36
9,화학 Ⅰ,34미만,1779,2.49
1,생명 과학 Ⅰ,67,5541,4.56
2,생명 과학 Ⅰ,63,10396,8.55
3,생명 과학 Ⅰ,59,14057,11.56
4,생명 과학 Ⅰ,53,21705,17.84
5,생명 과학 Ⅰ,46,22404,18.42
6,생명 과학 Ⅰ,41,19882,16.34
7,생명 과학 Ⅰ,37,18938,15.57
8,생명 과학 Ⅰ,35,5873,4.83
9,생명 과학 Ⅰ,35미만,2850,2.34
1,지구 과학 Ⅰ,69,5831,4.18
2,지구 과학 Ⅰ,64,10454,7.49
3,지구 과학 Ⅰ,59,15942,11.42
4,지구 과학 Ⅰ,53,23611,16.92
5,지구 과학 Ⅰ,46,29823,21.37
6,지구 과학 Ⅰ,41,24699,17.7
7,지구 과학 Ⅰ,38,13990,10.03
8,지구 과학 Ⅰ,35,9857,7.06
9,지구 과학 Ⅰ,35미만,5335,3.82
1,물리 Ⅱ,71,184,4.49
2,물리 Ⅱ,67,274,6.68
3,물리 Ⅱ,58,516,12.58
4,물리 Ⅱ,48,743,18.12
5,물리 Ⅱ,44,1026,25.02
6,물리 Ⅱ,43,581,14.17
7,물리 Ⅱ,41,349,8.51
8,물리 Ⅱ,39,292,7.12
9,물리 Ⅱ,39미만,136,3.32
1,화학 Ⅱ,69,282,7.16
2,화학 Ⅱ,66,155,3.93
3,화학 Ⅱ,59,522,13.25
4,화학 Ⅱ,50,678,17.2
5,화학 Ⅱ,44,781,19.82
6,화학 Ⅱ,42,782,19.84
7,화학 Ⅱ,40,494,12.53
8,화학 Ⅱ,38,140,3.55
9,화학 Ⅱ,38미만,107,2.72
1,생명 과학 Ⅱ,67,656,8.03
2,생명 과학 Ⅱ,65,461,5.64
3,생명 과학 Ⅱ,60,841,10.3
4,생명 과학 Ⅱ,50,1418,17.36
5,생명 과학 Ⅱ,44,1710,20.93
6,생명 과학 Ⅱ,42,1425,17.44
7,생명 과학 Ⅱ,40,833,10.2
8,생명 과학 Ⅱ,38,604,7.39
9,생명 과학 Ⅱ,38미만,221,2.71
1,지구 과학 Ⅱ,68,416,5.46
2,지구 과학 Ⅱ,65,486,6.38
3,지구 과학 Ⅱ,60,892,11.71
4,지구 과학 Ⅱ,52,1298,17.04
5,지구 과학 Ⅱ,45,1485,19.49
6,지구 과학 Ⅱ,41,1836,24.1
7,지구 과학 Ⅱ,39,496,6.51
8,지구 과학 Ⅱ,37,509,6.68
9,지구 과학 Ⅱ,37미만,200,2.63
1,농업 이해,75,48,4.44
2,농업 이해,64,81,7.49
3,농업 이해,53,136,12.58
4,농업 이해,49,292,27.01
5,농업 이해,45,245,22.66
6,농업 이해,44,35,3.24
7,농업 이해,41,147,13.6
8,농업 이해,38,64,5.92
9,농업 이해,38미만,33,3.05
1,농업 기초 기술,75,34,4.31
2,농업 기초 기술,64,53,6.72
3,농업 기초 기술,52,118,14.96
4,농업 기초 기술,47,173,21.93
5,농업 기초 기술,46,233,29.53
6,농업 기초 기술,-,-,-
7,농업 기초 기술,42,98,12.42
8,농업 기초 기술,39,51,6.46
9,농업 기초 기술,39미만,29,3.68
1,공업 일반,71,93,4.89
2,공업 일반,66,148,7.78
3,공업 일반,58,205,10.77
4,공업 일반,48,386,20.28
5,공업 일반,45,404,21.23
6,공업 일반,42,342,17.97
7,공업 일반,40,169,8.88
8,공업 일반,38,112,5.89
9,공업 일반,38미만,44,2.31
1,기초 제도,71,79,4.22
2,기초 제도,67,151,8.07
3,기초 제도,58,228,12.18
4,기초 제도,48,323,17.25
5,기초 제도,45,401,21.42
6,기초 제도,43,287,15.33
7,기초 제도,40,287,15.33
8,기초 제도,39,49,2.62
9,기초 제도,39미만,67,3.58
1,상업 경제,75,160,4.06
2,상업 경제,62,303,7.68
3,상업 경제,55,451,11.44
4,상업 경제,49,704,17.85
5,상업 경제,46,996,25.25
6,상업 경제,43,549,13.92
7,상업 경제,41,480,12.17
8,상업 경제,38,161,4.08
9,상업 경제,38미만,140,3.55
1,회계 원리,75,167,4.14
2,회계 원리,62,298,7.38
3,회계 원리,54,594,14.72
4,회계 원리,49,692,17.15
5,회계 원리,47,788,19.52
6,회계 원리,43,679,16.82
7,회계 원리,40,512,12.69
8,회계 원리,37,204,5.05
9,회계 원리,37미만,102,2.53
1,해양의 이해,70,14,4.62
2,해양의 이해,61,25,8.25
3,해양의 이해,54,41,13.53
4,해양의 이해,50,43,14.19
5,해양의 이해,46,95,31.35
6,해양의 이해,45,18,5.94
7,해양의 이해,40,46,15.18
8,해양의 이해,37,13,4.29
9,해양의 이해,37미만,8,2.64
1,수산 해운 산업 기초,74,11,4.85
2,수산 해운 산업 기초,60,17,7.49
3,수산 해운 산업 기초,52,30,13.22
4,수산 해운 산업 기초,51,62,27.31
5,수산 해운 산업 기초,48,27,11.89
6,수산 해운 산업 기초,43,34,14.98
7,수산 해운 산업 기초,40,31,13.66
8,수산 해운 산업 기초,37,7,3.08
9,수산 해운 산업 기초,37미만,8,3.52
1,인간 발달,71,84,4.49
2,인간 발달,62,144,7.69
3,인간 발달,57,222,11.86
4,인간 발달,50,359,19.18
5,인간 발달,45,450,24.04
6,인간 발달,42,310,16.56
7,인간 발달,40,120,6.41
8,인간 발달,37,118,6.3
9,인간 발달,37미만,65,3.47
1,생활 서비스 산업의 이해,70,94,4.76
2,생활 서비스 산업의 이해,64,150,7.59
3,생활 서비스 산업의 이해,58,247,12.51
4,생활 서비스 산업의 이해,51,324,16.41
5,생활 서비스 산업의 이해,45,412,20.86
6,생활 서비스 산업의 이해,41,344,17.42
7,생활 서비스 산업의 이해,40,209,10.58
8,생활 서비스 산업의 이해,38,119,6.03
9,생활 서비스 산업의 이해,38미만,76,3.85
1,독일어 Ⅰ,63,43,6.34
2,독일어 Ⅰ,61,37,5.46
3,독일어 Ⅰ,59,90,13.27
4,독일어 Ⅰ,56,113,16.67
5,독일어 Ⅰ,49,129,19.03
6,독일어 Ⅰ,39,126,18.58
7,독일어 Ⅰ,35,85,12.54
8,독일어 Ⅰ,33,33,4.87
9,독일어 Ⅰ,33미만,22,3.24
1,프랑스어 Ⅰ,63,38,5.23
2,프랑스어 Ⅰ,61,70,9.64
3,프랑스어 Ⅰ,59,60,8.26
4,프랑스어 Ⅰ,56,134,18.46
5,프랑스어 Ⅰ,50,140,19.28
6,프랑스어 Ⅰ,39,126,17.36
7,프랑스어 Ⅰ,35,98,13.5
8,프랑스어 Ⅰ,33,32,4.41
9,프랑스어 Ⅰ,33미만,28,3.86
1,스페인어 Ⅰ,66,49,6.08
2,스페인어 Ⅰ,63,54,6.7
3,스페인어 Ⅰ,59,93,11.54
4,스페인어 Ⅰ,53,140,17.37
5,스페인어 Ⅰ,47,160,19.85
6,스페인어 Ⅰ,40,136,16.87
7,스페인어 Ⅰ,37,100,12.41
8,스페인어 Ⅰ,34,57,7.07
9,스페인어 Ⅰ,34미만,17,2.11
1,중국어 Ⅰ,63,105,4.93
2,중국어 Ⅰ,60,162,7.61
3,중국어 Ⅰ,58,341,16.02
4,중국어 Ⅰ,55,342,16.07
5,중국어 Ⅰ,50,345,16.21
6,중국어 Ⅰ,42,352,16.54
7,중국어 Ⅰ,34,289,13.58
8,중국어 Ⅰ,30,111,5.22
9,중국어 Ⅰ,30미만,81,3.81
1,일본어 Ⅰ,63,160,7.43
2,일본어 Ⅰ,62,141,6.55
3,일본어 Ⅰ,59,229,10.64
4,일본어 Ⅰ,55,385,17.89
5,일본어 Ⅰ,48,390,18.12
6,일본어 Ⅰ,40,430,19.98
7,일본어 Ⅰ,35,215,9.99
8,일본어 Ⅰ,32,152,7.06
9,일본어 Ⅰ,32미만,50,2.32
1,러시아어 Ⅰ,63,22,6.16
2,러시아어 Ⅰ,62,19,5.32
3,러시아어 Ⅰ,60,47,13.17
4,러시아어 Ⅰ,57,57,15.97
5,러시아어 Ⅰ,43,77,21.57
6,러시아어 Ⅰ,39,74,20.73
7,러시아어 Ⅰ,38,26,7.28
8,러시아어 Ⅰ,36,27,7.56
9,러시아어 Ⅰ,36미만,8,2.24
1,아랍어 Ⅰ,75,416,4.04
2,아랍어 Ⅰ,64,805,7.81
3,아랍어 Ⅰ,55,1287,12.49
4,아랍어 Ⅰ,49,1797,17.44
5,아랍어 Ⅰ,45,2414,23.43
6,아랍어 Ⅰ,43,1695,16.45
7,아랍어 Ⅰ,41,1182,11.47
8,아랍어 Ⅰ,40,311,3.02
9,아랍어 Ⅰ,40미만,398,3.86
1,베트남어 Ⅰ,70,26,5.64
2,베트남어 Ⅰ,66,38,8.24
3,베트남어 Ⅰ,57,51,11.06
4,베트남어 Ⅰ,49,70,15.18
5,베트남어 Ⅰ,44,115,24.95
6,베트남어 Ⅰ,42,82,17.79
7,베트남어 Ⅰ,40,41,8.89
8,베트남어 Ⅰ,39,28,6.07
9,베트남어 Ⅰ,39미만,10,2.17
1,한문 Ⅰ,70,42,4.06
2,한문 Ⅰ,64,79,7.63
3,한문 Ⅰ,58,134,12.95
4,한문 Ⅰ,52,163,15.75
5,한문 Ⅰ,46,223,21.55
6,한문 Ⅰ,41,205,19.81
7,한문 Ⅰ,38,104,10.05
8,한문 Ⅰ,36,48,4.64
9,한문 Ⅰ,36미만,37,3.57
