등급,과목,구분 점수,인원(명),비율(퍼센트)
2,동아시아사,64,1805,7.34
3,동아시아사,59,2527,10.27
4,동아시아사,52,4640,18.86
5,동아시아사,46,4506,18.31
6,동아시아사,41,4355,17.7
7,동아시아사,38,2644,10.74
8,동아시아사,36,2127,8.64
9,동아시아사,36미만,577,2.34
1,세계사,70,968,5.47
2,세계사,66,1046,5.91
3,세계사,58,2246,12.69
4,세계사,51,3096,17.5
5,세계사,45,3810,21.53
6,세계사,42,2538,14.34
7,세계사,38,3022,17.08
8,세계사,37,264,1.49
9,세계사,37미만,705,3.98
1,경제,70,404,6.19
2,경제,66,430,6.59
3,경제,58,724,11.09
4,경제,49,1181,18.09
5,경제,44,1257,19.26
6,경제,42,1607,24.62
7,경제,40,424,6.5
8,경제,38,348,5.33
9,경제,38미만,153,2.34
1,정치와 법,68,1713,6.76
2,정치와 법,64,1521,6
3,정치와 법,58,2824,11.14
4,정치와 법,53,4157,16.4
5,정치와 법,46,5264,20.77
6,정치와 법,42,4629,18.26
7,정치와 법,37,2789,11
8,정치와 법,35,1524,6.01
9,정치와 법,35미만,923,3.64
1,사회·문화,66,5040,4.21
2,사회·문화,63,8501,7.1
3,사회·문화,59,15491,12.94
4,사회·문화,54,20440,17.08
5,사회·문화,48,23511,19.65
6,사회·문화,41,20687,17.29
7,사회·문화,36,13359,11.16
8,사회·문화,33,8750,7.31
9,사회·문화,33미만,3900,3.26
1,물리학 Ⅰ,66,3561,7.45
2,물리학 Ⅰ,63,2811,5.88
3,물리학 Ⅰ,59,5436,11.37
4,물리학 Ⅰ,53,7846,16.41
5,물리학 Ⅰ,46,11200,23.42
6,물리학 Ⅰ,41,7791,16.29
7,물리학 Ⅰ,37,4034,8.44
8,물리학 Ⅰ,34,3503,7.33
9,물리학 Ⅰ,34미만,1631,3.41
1,화학 Ⅰ,66,3619,5.48
2,화학 Ⅰ,64,3703,5.61
3,화학 Ⅰ,59,8307,12.58
4,화학 Ⅰ,53,11867,17.98
5,화학 Ⅰ,47,12134,18.38
6,화학 Ⅰ,41,12257,18.57
7,화학 Ⅰ,37,7262,11
8,화학 Ⅰ,34,4285,6.49
9,화학 Ⅰ,34미만,2576,3.9
1,생명과학 Ⅰ,67,4384,4.36
2,생명과학 Ⅰ,63,10048,9.99
3,생명과학 Ⅰ,59,9079,9.02
4,생명과학 Ⅰ,53,20417,20.29
5,생명과학 Ⅰ,47,17516,17.41
6,생명과학 Ⅰ,41,17408,17.3
7,생명과학 Ⅰ,37,11517,11.45
8,생명과학 Ⅰ,33,8791,8.74
9,생명과학 Ⅰ,33미만,1452,1.44
1,지구과학 Ⅰ,68,4833,5.12
2,지구과학 Ⅰ,64,6036,6.4
3,지구과학 Ⅰ,59,11403,12.09
4,지구과학 Ⅰ,52,16238,17.22
5,지구과학 Ⅰ,45,24254,25.72
6,지구과학 Ⅰ,42,9977,10.58
7,지구과학 Ⅰ,38,12844,13.62
8,지구과학 Ⅰ,36,5166,5.48
9,지구과학 Ⅰ,36미만,3556,3.77
1,물리학 Ⅱ,72,277,4.17
2,물리학 Ⅱ,66,484,7.28
3,물리학 Ⅱ,57,787,11.84
4,물리학 Ⅱ,50,1220,18.35
5,물리학 Ⅱ,45,1457,21.92
6,물리학 Ⅱ,42,1170,17.6
7,물리학 Ⅱ,40,742,11.16
8,물리학 Ⅱ,38,251,3.78
9,물리학 Ⅱ,38미만,260,3.91
1,화학 Ⅱ,73,393,4.35
2,화학 Ⅱ,64,649,7.18
3,화학 Ⅱ,56,1056,11.69
4,화학 Ⅱ,50,1800,19.92
5,화학 Ⅱ,45,1871,20.71
6,화학 Ⅱ,43,1231,13.63
7,화학 Ⅱ,40,1184,13.11
8,화학 Ⅱ,37,566,6.27
9,화학 Ⅱ,37미만,284,3.14
1,생명과학 Ⅱ,68,1055,7.14
2,생명과학 Ⅱ,64,706,4.78
3,생명과학 Ⅱ,58,1701,11.52
4,생명과학 Ⅱ,51,3294,22.31
5,생명과학 Ⅱ,46,2572,17.42
6,생명과학 Ⅱ,41,2483,16.81
7,생명과학 Ⅱ,38,1571,10.64
8,생명과학 Ⅱ,35,1118,7.57
9,생명과학 Ⅱ,35미만,267,1.81
1,지구과학 Ⅱ,73,347,4.15
2,지구과학 Ⅱ,66,599,7.16
3,지구과학 Ⅱ,56,1066,12.74
4,지구과학 Ⅱ,50,1483,17.72
5,지구과학 Ⅱ,45,1846,22.06
6,지구과학 Ⅱ,42,1165,13.92
7,지구과학 Ⅱ,40,1369,16.36
8,지구과학 Ⅱ,38,290,3.47
9,지구과학 Ⅱ,38미만,203,2.43
1,농업 이해,71,50,4.2
2,농업 이해,64,103,8.65
3,농업 이해,57,122,10.24
4,농업 이해,50,253,21.24
5,농업 이해,45,198,16.62
6,농업 이해,42,298,25.02
7,농업 이해,41,43,3.61
8,농업 이해,38,87,7.3
9,농업 이해,38미만,37,3.11
1,농업 기초 기술,72,44,4.8
2,농업 기초 기술,65,66,7.21
3,농업 기초 기술,55,116,12.66
4,농업 기초 기술,49,162,17.69
5,농업 기초 기술,45,327,35.7
6,농업 기초 기술,-,-,-
7,농업 기초 기술,42,106,11.57
8,농업 기초 기술,38,62,6.77
9,농업 기초 기술,38미만,33,3.6
1,공업 일반,69,70,4.52
2,공업 일반,66,110,7.11
3,공업 일반,59,212,13.7
4,공업 일반,50,239,15.45
5,공업 일반,44,336,21.72
6,공업 일반,41,359,23.21
7,공업 일반,40,130,8.4
8,공업 일반,39,41,2.65
9,공업 일반,39미만,50,3.23
1,기초 제도,73,61,4.04
2,기초 제도,66,107,7.08
3,기초 제도,57,199,13.17
4,기초 제도,49,267,17.67
5,기초 제도,44,298,19.72
6,기초 제도,42,356,23.56
7,기초 제도,41,116,7.68
8,기초 제도,39,63,4.17
9,기초 제도,39미만,44,2.91
1,상업 경제,71,122,4.39
2,상업 경제,64,201,7.23
3,상업 경제,57,348,12.52
4,상업 경제,51,492,17.7
5,상업 경제,45,584,21.01
6,상업 경제,41,668,24.03
7,상업 경제,40,82,2.95
8,상업 경제,37,212,7.63
9,상업 경제,37미만,71,2.55
1,회계 원리,69,113,4.06
2,회계 원리,63,206,7.4
3,회계 원리,58,321,11.54
4,회계 원리,52,527,18.94
5,회계 원리,46,520,18.69
6,회계 원리,42,469,16.86
7,회계 원리,39,360,12.94
8,회계 원리,35,185,6.65
9,회계 원리,35미만,81,2.91
1,해양의 이해,69,9,4.02
2,해양의 이해,63,20,8.93
3,해양의 이해,56,29,12.95
4,해양의 이해,50,51,22.77
5,해양의 이해,45,32,14.29
6,해양의 이해,43,35,15.63
7,해양의 이해,40,30,13.39
8,해양의 이해,39,11,4.91
9,해양의 이해,39미만,7,3.13
1,수산·해운 산업 기초,70,7,4.67
2,수산·해운 산업 기초,61,11,7.33
3,수산·해운 산업 기초,56,34,22.67
4,수산·해운 산업 기초,51,15,10
5,수산·해운 산업 기초,43,61,40.67
6,수산·해운 산업 기초,-,-,-
7,수산·해운 산업 기초,41,8,5.33
8,수산·해운 산업 기초,37,9,6
9,수산·해운 산업 기초,37미만,5,3.33
1,인간 발달,70,84,4.07
2,인간 발달,62,163,7.9
3,인간 발달,57,242,11.74
4,인간 발달,52,338,16.39
5,인간 발달,46,451,21.87
6,인간 발달,42,338,16.39
7,인간 발달,40,246,11.93
8,인간 발달,37,133,6.45
9,인간 발달,37미만,67,3.25
1,생활 서비스 산업의 이해,67,99,4.7
2,생활 서비스 산업의 이해,64,142,6.74
3,생활 서비스 산업의 이해,58,305,14.48
4,생활 서비스 산업의 이해,53,314,14.9
5,생활 서비스 산업의 이해,46,420,19.93
6,생활 서비스 산업의 이해,41,370,17.56
7,생활 서비스 산업의 이해,37,331,15.71
8,생활 서비스 산업의 이해,36,43,2.04
9,생활 서비스 산업의 이해,36미만,83,3.94
1,독일어 Ⅰ,64,44,6.43
2,독일어 Ⅰ,61,69,10.09
3,독일어 Ⅰ,59,51,7.46
4,독일어 Ⅰ,55,114,16.67
5,독일어 Ⅰ,48,140,20.47
6,독일어 Ⅰ,39,124,18.13
7,독일어 Ⅰ,36,75,10.96
8,독일어 Ⅰ,34,47,6.87
9,독일어 Ⅰ,34미만,20,2.92
1,프랑스어 Ⅰ,62,34,4.34
2,프랑스어 Ⅰ,61,60,7.66
3,프랑스어 Ⅰ,58,151,19.28
4,프랑스어 Ⅰ,56,73,9.32
5,프랑스어 Ⅰ,50,172,21.97
6,프랑스어 Ⅰ,39,139,17.75
7,프랑스어 Ⅰ,35,74,9.45
8,프랑스어 Ⅰ,32,54,6.9
9,프랑스어 Ⅰ,32미만,26,3.32
1,스페인어 Ⅰ,64,41,4.44
2,스페인어 Ⅰ,61,121,13.11
3,스페인어 Ⅰ,59,64,6.93
4,스페인어 Ⅰ,55,159,17.23
5,스페인어 Ⅰ,49,173,18.74
6,스페인어 Ⅰ,40,165,17.88
7,스페인어 Ⅰ,35,107,11.59
8,스페인어 Ⅰ,33,57,6.18
9,스페인어 Ⅰ,33미만,36,3.9
1,중국어 Ⅰ,66,100,4.36
2,중국어 Ⅰ,62,196,8.55
3,중국어 Ⅰ,59,239,10.42
4,중국어 Ⅰ,54,431,18.8
5,중국어 Ⅰ,48,413,18.01
6,중국어 Ⅰ,41,416,18.14
7,중국어 Ⅰ,36,272,11.86
8,중국어 Ⅰ,32,152,6.63
9,중국어 Ⅰ,32미만,74,3.23
1,일본어 Ⅰ,66,135,6.05
2,일본어 Ⅰ,63,152,6.81
3,일본어 Ⅰ,60,230,10.31
4,일본어 Ⅰ,54,415,18.6
5,일본어 Ⅰ,46,426,19.09
6,일본어 Ⅰ,40,417,18.69
7,일본어 Ⅰ,38,214,9.59
8,일본어 Ⅰ,35,178,7.98
9,일본어 Ⅰ,35미만,64,2.87
1,러시아어 Ⅰ,65,32,8.36
2,러시아어 Ⅰ,64,18,4.7
3,러시아어 Ⅰ,61,40,10.44
4,러시아어 Ⅰ,54,71,18.54
5,러시아어 Ⅰ,43,83,21.67
6,러시아어 Ⅰ,41,56,14.62
7,러시아어 Ⅰ,39,46,12.01
8,러시아어 Ⅰ,38,25,6.53
9,러시아어 Ⅰ,38미만,12,3.13
1,아랍어 Ⅰ,72,253,4.41
2,아랍어 Ⅰ,62,400,6.98
3,아랍어 Ⅰ,54,824,14.38
4,아랍어 Ⅰ,49,1135,19.8
5,아랍어 Ⅰ,46,860,15
6,아랍어 Ⅰ,44,1045,18.23
7,아랍어 Ⅰ,41,671,11.71
8,아랍어 Ⅰ,39,351,6.12
9,아랍어 Ⅰ,39미만,193,3.37
1,베트남어 Ⅰ,71,13,5.22
2,베트남어 Ⅰ,68,16,6.43
3,베트남어 Ⅰ,57,30,12.05
4,베트남어 Ⅰ,47,51,20.48
5,베트남어 Ⅰ,45,44,17.67
6,베트남어 Ⅰ,43,56,22.49
7,베트남어 Ⅰ,42,14,5.62
8,베트남어 Ⅰ,40,21,8.43
9,베트남어 Ⅰ,40미만,4,1.61
1,한문 Ⅰ,71,42,4.18
2,한문 Ⅰ,65,70,6.97
3,한문 Ⅰ,57,136,13.53
4,한문 Ⅰ,51,172,17.11
5,한문 Ⅰ,46,189,18.81
6,한문 Ⅰ,42,184,18.31
7,한문 Ⅰ,39,102,10.15
8,한문 Ⅰ,35,88,8.76
9,한문 Ⅰ,35미만,22,2.19
