등급,과목,구분 점수,인원(명),비율(퍼센트)
5,농업 기초 기술,45,312,31.71
6,농업 기초 기술,44,68,6.91
7,농업 기초 기술,41,89,9.04
8,농업 기초 기술,38,61,6.2
9,농업 기초 기술,38미만,27,2.74
1,공업 일반,73,97,4.39
2,공업 일반,65,159,7.19
3,공업 일반,57,270,12.21
4,공업 일반,50,391,17.68
5,공업 일반,45,433,19.58
6,공업 일반,42,538,24.33
7,공업 일반,41,104,4.7
8,공업 일반,37,184,8.32
9,공업 일반,37미만,35,1.58
1,기초 제도,73,89,4.15
2,기초 제도,65,147,6.85
3,기초 제도,56,293,13.66
4,기초 제도,49,352,16.41
5,기초 제도,46,465,21.68
6,기초 제도,42,384,17.9
7,기초 제도,40,233,10.86
8,기초 제도,38,104,4.85
9,기초 제도,38미만,78,3.64
1,상업 경제,71,182,4.74
2,상업 경제,64,254,6.61
3,상업 경제,57,495,12.89
4,상업 경제,50,644,16.77
5,상업 경제,45,832,21.66
6,상업 경제,42,795,20.7
7,상업 경제,40,291,7.58
8,상업 경제,38,211,5.49
9,상업 경제,38미만,137,3.57
1,회계 원리,71,174,4.2
2,회계 원리,63,311,7.51
3,회계 원리,56,592,14.29
4,회계 원리,51,603,14.55
5,회계 원리,45,1193,28.8
6,회계 원리,43,509,12.29
7,회계 원리,39,475,11.47
8,회계 원리,37,174,4.2
9,회계 원리,37미만,112,2.7
1,해양의 이해,68,18,4.99
2,해양의 이해,61,24,6.65
3,해양의 이해,55,51,14.13
4,해양의 이해,52,77,21.33
5,해양의 이해,48,55,15.24
6,해양의 이해,43,63,17.45
7,해양의 이해,39,46,12.74
8,해양의 이해,36,16,4.43
9,해양의 이해,36미만,11,3.05
1,수산 해운 산업 기초,74,12,4.98
2,수산 해운 산업 기초,63,17,7.05
3,수산 해운 산업 기초,53,28,11.62
4,수산 해운 산업 기초,49,69,28.63
5,수산 해운 산업 기초,48,29,12.03
6,수산 해운 산업 기초,42,54,22.41
7,수산 해운 산업 기초,41,13,5.39
8,수산 해운 산업 기초,37,10,4.15
9,수산 해운 산업 기초,37미만,9,3.73
1,인간 발달,73,97,4.18
2,인간 발달,64,171,7.37
3,인간 발달,56,295,12.71
4,인간 발달,50,470,20.25
5,인간 발달,45,572,24.64
6,인간 발달,43,207,8.92
7,인간 발달,40,262,11.29
8,인간 발달,38,157,6.76
9,인간 발달,38미만,90,3.88
1,생활 서비스 산업의 이해,68,103,4.48
2,생활 서비스 산업의 이해,63,187,8.13
3,생활 서비스 산업의 이해,58,288,12.52
4,생활 서비스 산업의 이해,52,396,17.22
5,생활 서비스 산업의 이해,45,447,19.43
6,생활 서비스 산업의 이해,42,472,20.52
7,생활 서비스 산업의 이해,38,255,11.09
8,생활 서비스 산업의 이해,36,84,3.65
9,생활 서비스 산업의 이해,36미만,68,2.96
1,독일어 Ⅰ,62,39,5.04
2,독일어 Ⅰ,60,70,9.04
3,독일어 Ⅰ,58,113,14.6
4,독일어 Ⅰ,55,149,19.25
5,독일어 Ⅰ,51,102,13.18
6,독일어 Ⅰ,39,142,18.35
7,독일어 Ⅰ,34,81,10.47
8,독일어 Ⅰ,31,59,7.62
9,독일어 Ⅰ,31미만,19,2.45
1,프랑스어 Ⅰ,64,39,4.72
2,프랑스어 Ⅰ,61,54,6.54
3,프랑스어 Ⅰ,58,117,14.16
4,프랑스어 Ⅰ,55,153,18.52
5,프랑스어 Ⅰ,50,136,16.46
6,프랑스어 Ⅰ,40,142,17.19
7,프랑스어 Ⅰ,34,111,13.44
8,프랑스어 Ⅰ,32,52,6.3
9,프랑스어 Ⅰ,32미만,22,2.66
1,스페인어 Ⅰ,63,48,5.21
2,스페인어 Ⅰ,61,79,8.57
3,스페인어 Ⅰ,59,130,14.1
4,스페인어 Ⅰ,55,126,13.67
5,스페인어 Ⅰ,49,175,18.98
6,스페인어 Ⅰ,40,169,18.33
7,스페인어 Ⅰ,35,113,12.26
8,스페인어 Ⅰ,33,50,5.42
9,스페인어 Ⅰ,33미만,32,3.47
1,중국어 Ⅰ,64,211,8.07
2,중국어 Ⅰ,62,144,5.5
3,중국어 Ⅰ,59,374,14.3
4,중국어 Ⅰ,54,445,17.01
5,중국어 Ⅰ,47,431,16.48
6,중국어 Ⅰ,40,472,18.04
7,중국어 Ⅰ,36,279,10.67
8,중국어 Ⅰ,34,170,6.5
9,중국어 Ⅰ,34미만,90,3.44
1,일본어 Ⅰ,64,113,4.16
2,일본어 Ⅰ,62,313,11.51
3,일본어 Ⅰ,59,262,9.64
4,일본어 Ⅰ,55,402,14.78
5,일본어 Ⅰ,47,557,20.49
6,일본어 Ⅰ,40,521,19.16
7,일본어 Ⅰ,36,362,13.31
8,일본어 Ⅰ,34,111,4.08
9,일본어 Ⅰ,34미만,78,2.87
1,러시아어 Ⅰ,65,35,8.01
2,러시아어 Ⅰ,63,37,8.47
3,러시아어 Ⅰ,61,48,10.98
4,러시아어 Ⅰ,54,60,13.73
5,러시아어 Ⅰ,43,95,21.74
6,러시아어 Ⅰ,41,81,18.54
7,러시아어 Ⅰ,39,51,11.67
8,러시아어 Ⅰ,37,23,5.26
9,러시아어 Ⅰ,37미만,7,1.6
1,아랍어 Ⅰ,72,298,4.09
2,아랍어 Ⅰ,60,594,8.15
3,아랍어 Ⅰ,54,977,13.4
4,아랍어 Ⅰ,50,1389,19.05
5,아랍어 Ⅰ,47,1385,19
6,아랍어 Ⅰ,44,1020,13.99
7,아랍어 Ⅰ,41,906,12.43
8,아랍어 Ⅰ,38,469,6.43
9,아랍어 Ⅰ,38미만,252,3.46
1,베트남어 Ⅰ,77,22,4.89
2,베트남어 Ⅰ,63,28,6.22
3,베트남어 Ⅰ,54,59,13.11
4,베트남어 Ⅰ,48,82,18.22
5,베트남어 Ⅰ,46,95,21.11
6,베트남어 Ⅰ,43,89,19.78
7,베트남어 Ⅰ,41,39,8.67
8,베트남어 Ⅰ,39,26,5.78
9,베트남어 Ⅰ,39미만,10,2.22
1,한문 Ⅰ,68,58,5.25
2,한문 Ⅰ,64,74,6.7
3,한문 Ⅰ,58,134,12.13
4,한문 Ⅰ,51,198,17.92
5,한문 Ⅰ,47,200,18.1
6,한문 Ⅰ,42,208,18.82
7,한문 Ⅰ,38,123,11.13
8,한문 Ⅰ,34,73,6.61
9,한문 Ⅰ,34미만,37,3.35
