등급,과목,구분 점수,인원(명),비율(퍼센트)
4,프랑스어 Ⅰ,30,131,17.4
5,프랑스어 Ⅰ,25,96,12.75
6,프랑스어 Ⅰ,20,68,9.03
7,프랑스어 Ⅰ,15,93,12.35
8,프랑스어 Ⅰ,10,88,11.69
9,프랑스어 Ⅰ,10미만,48,6.37
1,스페인어 Ⅰ,45,87,10.48
2,스페인어 Ⅰ,40,135,16.27
3,스페인어 Ⅰ,35,109,13.13
4,스페인어 Ⅰ,30,88,10.6
5,스페인어 Ⅰ,25,103,12.41
6,스페인어 Ⅰ,20,93,11.2
7,스페인어 Ⅰ,15,118,14.22
8,스페인어 Ⅰ,10,72,8.67
9,스페인어 Ⅰ,10미만,25,3.01
1,중국어 Ⅰ,45,271,13.71
2,중국어 Ⅰ,40,348,17.61
3,중국어 Ⅰ,35,304,15.38
4,중국어 Ⅰ,30,261,13.21
5,중국어 Ⅰ,25,203,10.27
6,중국어 Ⅰ,20,167,8.45
7,중국어 Ⅰ,15,186,9.41
8,중국어 Ⅰ,10,176,8.91
9,중국어 Ⅰ,10미만,60,3.04
1,일본어 Ⅰ,45,144,8.29
2,일본어 Ⅰ,40,234,13.48
3,일본어 Ⅰ,35,234,13.48
4,일본어 Ⅰ,30,170,9.79
5,일본어 Ⅰ,25,162,9.33
6,일본어 Ⅰ,20,181,10.43
7,일본어 Ⅰ,15,181,10.43
8,일본어 Ⅰ,10,288,16.59
9,일본어 Ⅰ,10미만,142,8.18
1,러시아어 Ⅰ,45,12,5.31
2,러시아어 Ⅰ,40,34,15.04
3,러시아어 Ⅰ,35,33,14.6
4,러시아어 Ⅰ,30,30,13.27
5,러시아어 Ⅰ,25,15,6.64
6,러시아어 Ⅰ,20,19,8.41
7,러시아어 Ⅰ,15,19,8.41
8,러시아어 Ⅰ,10,31,13.72
9,러시아어 Ⅰ,10미만,33,14.6
1,아랍어 Ⅰ,45,24,6.67
2,아랍어 Ⅰ,40,3,0.83
3,아랍어 Ⅰ,35,4,1.11
4,아랍어 Ⅰ,30,2,0.56
5,아랍어 Ⅰ,25,3,0.83
6,아랍어 Ⅰ,20,27,7.5
7,아랍어 Ⅰ,15,77,21.39
8,아랍어 Ⅰ,10,142,39.44
9,아랍어 Ⅰ,10미만,78,21.67
1,베트남어 Ⅰ,45,4,4
2,베트남어 Ⅰ,40,14,14
3,베트남어 Ⅰ,35,15,15
4,베트남어 Ⅰ,30,5,5
5,베트남어 Ⅰ,25,4,4
6,베트남어 Ⅰ,20,2,2
7,베트남어 Ⅰ,15,8,8
8,베트남어 Ⅰ,10,33,33
9,베트남어 Ⅰ,10미만,15,15
1,한문 Ⅰ,45,31,2.99
2,한문 Ⅰ,40,53,5.12
3,한문 Ⅰ,35,76,7.34
4,한문 Ⅰ,30,125,12.07
5,한문 Ⅰ,25,137,13.22
6,한문 Ⅰ,20,198,19.11
7,한문 Ⅰ,15,176,16.99
8,한문 Ⅰ,10,186,17.95
9,한문 Ⅰ,10미만,54,5.21
