등급,과목,구분 점수,인원(명),비율(퍼센트)
2,사회·문화,62,7445 ,6.42
3,사회·문화,59,14762 ,12.72
4,사회·문화,54,19603 ,16.89
5,사회·문화,47,22888 ,19.73
6,사회·문화,40,18087 ,15.59
7,사회·문화,36,17876 ,15.41
8,사회·문화,34,4860 ,4.19
9,사회·문화,34미만,3750 ,3.23
1,물리학 Ⅰ,68,2737 ,4.84
2,물리학 Ⅰ,63,5134 ,9.08
3,물리학 Ⅰ,58,7620 ,13.47
4,물리학 Ⅰ,53,8695 ,15.37
5,물리학 Ⅰ,47,9941 ,17.58
6,물리학 Ⅰ,41,10039 ,17.75
7,물리학 Ⅰ,37,7880 ,13.93
8,물리학 Ⅰ,35,2262 ,4
9,물리학 Ⅰ,35미만,2252 ,3.98
1,화학 Ⅰ,65,4985 ,7.46
2,화학 Ⅰ,62,5018 ,7.51
3,화학 Ⅰ,59,6016 ,9.01
4,화학 Ⅰ,54,11695 ,17.51
5,화학 Ⅰ,47,12808 ,19.17
6,화학 Ⅰ,40,14001 ,20.96
7,화학 Ⅰ,36,6751 ,10.11
8,화학 Ⅰ,34,2880 ,4.31
9,화학 Ⅰ,34미만,2649 ,3.97
1,생명과학 Ⅰ,66,6451 ,5.35
2,생명과학 Ⅰ,62,11365 ,9.43
3,생명과학 Ⅰ,59,10363 ,8.6
4,생명과학 Ⅰ,53,26424 ,21.93
5,생명과학 Ⅰ,47,20095 ,16.68
6,생명과학 Ⅰ,42,18110 ,15.03
7,생명과학 Ⅰ,36,16163 ,13.42
8,생명과학 Ⅰ,33,8133 ,6.75
9,생명과학 Ⅰ,33미만,3367 ,2.79
1,지구과학 Ⅰ,67,5245 ,4.39
2,지구과학 Ⅰ,64,9555 ,7.99
3,지구과학 Ⅰ,59,14761 ,12.35
4,지구과학 Ⅰ,53,19545 ,16.35
5,지구과학 Ⅰ,46,23062 ,19.3
6,지구과학 Ⅰ,41,22594 ,18.9
7,지구과학 Ⅰ,38,12453 ,10.42
8,지구과학 Ⅰ,35,9442 ,7.9
9,지구과학 Ⅰ,35미만,2860 ,2.39
1,물리학 Ⅱ,67,216 ,6.56
2,물리학 Ⅱ,64,271 ,8.23
3,물리학 Ⅱ,60,297 ,9.02
4,물리학 Ⅱ,51,601 ,18.25
5,물리학 Ⅱ,44,625 ,18.98
6,물리학 Ⅱ,41,617 ,18.74
7,물리학 Ⅱ,39,397 ,12.06
8,물리학 Ⅱ,38,141 ,4.28
9,물리학 Ⅱ,38미만,128 ,3.89
1,화학 Ⅱ,66,156 ,4.49
2,화학 Ⅱ,63,246 ,7.08
3,화학 Ⅱ,59,464 ,13.36
4,화학 Ⅱ,54,638 ,18.36
5,화학 Ⅱ,45,642 ,18.48
6,화학 Ⅱ,40,623 ,17.93
7,화학 Ⅱ,37,395 ,11.37
8,화학 Ⅱ,36,199 ,5.73
9,화학 Ⅱ,36미만,111 ,3.2
1,생명과학 Ⅱ,66,293 ,4.57
2,생명과학 Ⅱ,64,458 ,7.15
3,생명과학 Ⅱ,61,770 ,12.02
4,생명과학 Ⅱ,54,1043 ,16.28
5,생명과학 Ⅱ,44,1518 ,23.69
6,생명과학 Ⅱ,40,958 ,14.95
7,생명과학 Ⅱ,38,919 ,14.34
8,생명과학 Ⅱ,36,318 ,4.96
9,생명과학 Ⅱ,36미만,131 ,2.04
1,지구과학 Ⅱ,69,169 ,4.26
2,지구과학 Ⅱ,65,416 ,10.48
3,지구과학 Ⅱ,61,357 ,8.99
4,지구과학 Ⅱ,50,712 ,17.93
5,지구과학 Ⅱ,44,853 ,21.48
6,지구과학 Ⅱ,41,913 ,22.99
7,지구과학 Ⅱ,40,117 ,2.95
8,지구과학 Ⅱ,38,314 ,7.91
9,지구과학 Ⅱ,38미만,120 ,3.02
1,성공적인 직업생활,68,354 ,5.66
2,성공적인 직업생활,65,366 ,5.86
3,성공적인 직업생활,59,806 ,12.9
4,성공적인 직업생활,52,1020 ,16.32
5,성공적인 직업생활,44,1444 ,23.11
6,성공적인 직업생활,41,867 ,13.87
7,성공적인 직업생활,40,808 ,12.93
8,성공적인 직업생활,38,413 ,6.61
9,성공적인 직업생활,38미만,171 ,2.74
1,농업 기초 기술,73,24 ,4.01
2,농업 기초 기술,62,55 ,9.18
3,농업 기초 기술,55,67 ,11.19
4,농업 기초 기술,50,126 ,21.04
5,농업 기초 기술,46,93 ,15.53
6,농업 기초 기술,43,164 ,27.38
7,농업 기초 기술,41,18 ,3.01
8,농업 기초 기술,37,31 ,5.18
9,농업 기초 기술,37미만,21 ,3.51
1,공업 일반,69,80 ,5.41
2,공업 일반,66,100 ,6.77
3,공업 일반,60,166 ,11.23
4,공업 일반,49,294 ,19.89
5,공업 일반,44,298 ,20.16
6,공업 일반,42,279 ,18.88
7,공업 일반,40,145 ,9.81
8,공업 일반,38,95 ,6.43
9,공업 일반,38미만,21 ,1.42
1,상업 경제,73,116 ,4.26
2,상업 경제,64,210 ,7.71
3,상업 경제,56,325 ,11.93
4,상업 경제,50,444 ,16.3
5,상업 경제,44,724 ,26.58
6,상업 경제,42,480 ,17.62
7,상업 경제,41,128 ,4.7
8,상업 경제,38,217 ,7.97
9,상업 경제,38미만,80 ,2.94
1,수산·해운 산업 기초,73,5 ,4.42
2,수산·해운 산업 기초,64,9 ,7.96
3,수산·해운 산업 기초,55,16 ,14.16
4,수산·해운 산업 기초,51,16 ,14.16
5,수산·해운 산업 기초,47,24 ,21.24
6,수산·해운 산업 기초,44,18 ,15.93
7,수산·해운 산업 기초,39,15 ,13.27
8,수산·해운 산업 기초,36,8 ,7.08
9,수산·해운 산업 기초,36미만,2 ,1.77
1,인간발달,71,68 ,4.3
2,인간발달,62,126 ,7.96
3,인간발달,57,175 ,11.06
4,인간발달,51,307 ,19.41
5,인간발달,46,283 ,17.89
6,인간발달,42,345 ,21.81
7,인간발달,40,104 ,6.57
8,인간발달,37,137 ,8.66
9,인간발달,37미만,37 ,2.34
1,독일어 Ⅰ,45,7 ,1.24
2,독일어 Ⅰ,40,53 ,9.4
3,독일어 Ⅰ,35,96 ,17.02
4,독일어 Ⅰ,30,118 ,20.92
5,독일어 Ⅰ,25,83 ,14.72
6,독일어 Ⅰ,20,50 ,8.87
7,독일어 Ⅰ,15,51 ,9.04
8,독일어 Ⅰ,10,58 ,10.28
9,독일어 Ⅰ,10미만,48 ,8.51
1,프랑스어 Ⅰ,45,34 ,4.3
2,프랑스어 Ⅰ,40,147 ,18.58
3,프랑스어 Ⅰ,35,147 ,18.58
4,프랑스어 Ⅰ,30,104 ,13.15
5,프랑스어 Ⅰ,25,77 ,9.73
6,프랑스어 Ⅰ,20,69 ,8.72
7,프랑스어 Ⅰ,15,67 ,8.47
8,프랑스어 Ⅰ,10,104 ,13.15
9,프랑스어 Ⅰ,10미만,42 ,5.31
1,스페인어 Ⅰ,45,30 ,2.97
2,스페인어 Ⅰ,40,101 ,9.99
3,스페인어 Ⅰ,35,177 ,17.51
4,스페인어 Ⅰ,30,124 ,12.27
5,스페인어 Ⅰ,25,103 ,10.19
6,스페인어 Ⅰ,20,124 ,12.27
7,스페인어 Ⅰ,15,126 ,12.46
8,스페인어 Ⅰ,10,132 ,13.06
9,스페인어 Ⅰ,10미만,94 ,9.3
1,중국어 Ⅰ,45,54 ,2.28
2,중국어 Ⅰ,40,226 ,9.52
3,중국어 Ⅰ,35,362 ,15.25
4,중국어 Ⅰ,30,368 ,15.51
5,중국어 Ⅰ,25,258 ,10.87
6,중국어 Ⅰ,20,312 ,13.15
7,중국어 Ⅰ,15,318 ,13.4
8,중국어 Ⅰ,10,306 ,12.9
9,중국어 Ⅰ,10미만,169 ,7.12
1,일본어 Ⅰ,45,214 ,9.7
2,일본어 Ⅰ,40,304 ,13.77
3,일본어 Ⅰ,35,243 ,11.01
4,일본어 Ⅰ,30,181 ,8.2
5,일본어 Ⅰ,25,169 ,7.66
6,일본어 Ⅰ,20,200 ,9.06
7,일본어 Ⅰ,15,294 ,13.32
8,일본어 Ⅰ,10,416 ,18.85
9,일본어 Ⅰ,10미만,186 ,8.43
1,러시아어 Ⅰ,45,24 ,11.27
2,러시아어 Ⅰ,40,60 ,28.17
3,러시아어 Ⅰ,35,28 ,13.15
4,러시아어 Ⅰ,30,17 ,7.98
5,러시아어 Ⅰ,25,12 ,5.63
6,러시아어 Ⅰ,20,11 ,5.16
7,러시아어 Ⅰ,15,15 ,7.04
8,러시아어 Ⅰ,10,28 ,13.15
9,러시아어 Ⅰ,10미만,18 ,8.45
1,아랍어 Ⅰ,45,41 ,4.15
2,아랍어 Ⅰ,40,51 ,5.17
3,아랍어 Ⅰ,35,41 ,4.15
4,아랍어 Ⅰ,30,50 ,5.07
5,아랍어 Ⅰ,25,55 ,5.57
6,아랍어 Ⅰ,20,95 ,9.63
7,아랍어 Ⅰ,15,180 ,18.24
8,아랍어 Ⅰ,10,320 ,32.42
9,아랍어 Ⅰ,10미만,154 ,15.6
1,베트남어 Ⅰ,45,9 ,6.34
2,베트남어 Ⅰ,40,23 ,16.2
3,베트남어 Ⅰ,35,5 ,3.52
4,베트남어 Ⅰ,30,4 ,2.82
5,베트남어 Ⅰ,25,5 ,3.52
6,베트남어 Ⅰ,20,8 ,5.63
7,베트남어 Ⅰ,15,18 ,12.68
8,베트남어 Ⅰ,10,50 ,35.21
9,베트남어 Ⅰ,10미만,20 ,14.08
1,한문 Ⅰ,45,53 ,3.76
2,한문 Ⅰ,40,79 ,5.61
3,한문 Ⅰ,35,108 ,7.67
4,한문 Ⅰ,30,139 ,9.87
5,한문 Ⅰ,25,182 ,12.93
6,한문 Ⅰ,20,239 ,16.97
7,한문 Ⅰ,15,259 ,18.39
8,한문 Ⅰ,10,246 ,17.47
9,한문 Ⅰ,10미만,103 ,7.32
