등급,과목,구분 점수,인원(명),비율(퍼센트)
2,지구과학 Ⅱ,60,279,7
3,지구과학 Ⅱ,54,519,13.01
4,지구과학 Ⅱ,49,1097,27.51
5,지구과학 Ⅱ,46,513,12.86
6,지구과학 Ⅱ,44,635,15.92
7,지구과학 Ⅱ,41,388,9.73
8,지구과학 Ⅱ,37,296,7.42
9,지구과학 Ⅱ,37미만,93,2.33
1,성공적인 직업생활,70,219,4.22
2,성공적인 직업생활,64,372,7.18
3,성공적인 직업생활,58,699,13.48
4,성공적인 직업생활,52,928,17.9
5,성공적인 직업생활,45,937,18.07
6,성공적인 직업생활,42,874,16.86
7,성공적인 직업생활,38,749,14.45
8,성공적인 직업생활,35,281,5.42
9,성공적인 직업생활,35미만,125,2.41
1,농업 기초 기술,69,36,5.39
2,농업 기초 기술,64,38,5.69
3,농업 기초 기술,55,93,13.92
4,농업 기초 기술,51,183,27.4
5,농업 기초 기술,49,59,8.83
6,농업 기초 기술,42,125,18.71
7,농업 기초 기술,37,67,10.03
8,농업 기초 기술,35,48,7.19
9,농업 기초 기술,35미만,19,2.84
1,공업 일반,69,61,5.02
2,공업 일반,65,99,8.14
3,공업 일반,59,153,12.58
4,공업 일반,51,190,15.63
5,공업 일반,44,257,21.13
6,공업 일반,42,225,18.5
7,공업 일반,39,119,9.79
8,공업 일반,36,95,7.81
9,공업 일반,36미만,17,1.4
1,상업 경제,71,74,4.03
2,상업 경제,63,144,7.85
3,상업 경제,56,254,13.85
4,상업 경제,51,319,17.39
5,상업 경제,45,421,22.96
6,상업 경제,42,317,17.28
7,상업 경제,39,138,7.52
8,상업 경제,36,117,6.38
9,상업 경제,36미만,50,2.73
1,수산·해운 산업 기초,74,5,4.59
2,수산·해운 산업 기초,67,7,6.42
3,수산·해운 산업 기초,56,14,12.84
4,수산·해운 산업 기초,49,21,19.27
5,수산·해운 산업 기초,45,35,32.11
6,수산·해운 산업 기초,44,2,1.83
7,수산·해운 산업 기초,40,16,14.68
8,수산·해운 산업 기초,38,6,5.5
9,수산·해운 산업 기초,38미만,3,2.75
1,인간 발달,69,73,4.69
2,인간 발달,62,115,7.4
3,인간 발달,56,193,12.41
4,인간 발달,51,244,15.69
5,인간 발달,46,339,21.8
6,인간 발달,43,281,18.07
7,인간 발달,38,172,11.06
8,인간 발달,36,77,4.95
9,인간 발달,36미만,61,3.92
1,독일어 Ⅰ,45,39,8.39
2,독일어 Ⅰ,40,62,13.33
3,독일어 Ⅰ,35,66,14.19
4,독일어 Ⅰ,30,62,13.33
5,독일어 Ⅰ,25,36,7.74
6,독일어 Ⅰ,20,38,8.17
7,독일어 Ⅰ,15,35,7.53
8,독일어 Ⅰ,10,73,15.7
9,독일어 Ⅰ,10미만,54,11.61
1,프랑스어 Ⅰ,45,50,7.35
2,프랑스어 Ⅰ,40,131,19.26
3,프랑스어 Ⅰ,35,140,20.59
4,프랑스어 Ⅰ,30,102,15
5,프랑스어 Ⅰ,25,66,9.71
6,프랑스어 Ⅰ,20,53,7.79
7,프랑스어 Ⅰ,15,47,6.91
8,프랑스어 Ⅰ,10,66,9.71
9,프랑스어 Ⅰ,10미만,25,3.68
1,스페인어 Ⅰ,45,64,8.32
2,스페인어 Ⅰ,40,94,12.22
3,스페인어 Ⅰ,35,117,15.21
4,스페인어 Ⅰ,30,94,12.22
5,스페인어 Ⅰ,25,102,13.26
6,스페인어 Ⅰ,20,95,12.35
7,스페인어 Ⅰ,15,90,11.7
8,스페인어 Ⅰ,10,72,9.36
9,스페인어 Ⅰ,10미만,41,5.33
1,중국어 Ⅰ,45,369,22.6
2,중국어 Ⅰ,40,320,19.6
3,중국어 Ⅰ,35,217,13.29
4,중국어 Ⅰ,30,186,11.39
5,중국어 Ⅰ,25,144,8.82
6,중국어 Ⅰ,20,125,7.65
7,중국어 Ⅰ,15,139,8.51
8,중국어 Ⅰ,10,95,5.82
9,중국어 Ⅰ,10미만,38,2.33
1,일본어 Ⅰ,45,220,14.21
2,일본어 Ⅰ,40,192,12.4
3,일본어 Ⅰ,35,173,11.18
4,일본어 Ⅰ,30,151,9.75
5,일본어 Ⅰ,25,134,8.66
6,일본어 Ⅰ,20,133,8.59
7,일본어 Ⅰ,15,169,10.92
8,일본어 Ⅰ,10,231,14.92
9,일본어 Ⅰ,10미만,145,9.37
1,러시아어 Ⅰ,45,23,11.73
2,러시아어 Ⅰ,40,41,20.92
3,러시아어 Ⅰ,35,38,19.39
4,러시아어 Ⅰ,30,27,13.78
5,러시아어 Ⅰ,25,11,5.61
6,러시아어 Ⅰ,20,11,5.61
7,러시아어 Ⅰ,15,15,7.65
8,러시아어 Ⅰ,10,18,9.18
9,러시아어 Ⅰ,10미만,12,6.12
1,아랍어 Ⅰ,45,12,3.8
2,아랍어 Ⅰ,40,5,1.58
3,아랍어 Ⅰ,35,4,1.27
4,아랍어 Ⅰ,30,3,0.95
5,아랍어 Ⅰ,25,3,0.95
6,아랍어 Ⅰ,20,27,8.54
7,아랍어 Ⅰ,15,72,22.78
8,아랍어 Ⅰ,10,135,42.72
9,아랍어 Ⅰ,10미만,55,17.41
1,베트남어 Ⅰ,45,5,4.72
2,베트남어 Ⅰ,40,14,13.21
3,베트남어 Ⅰ,35,5,4.72
4,베트남어 Ⅰ,30,9,8.49
5,베트남어 Ⅰ,25,3,2.83
6,베트남어 Ⅰ,20,5,4.72
7,베트남어 Ⅰ,15,9,8.49
8,베트남어 Ⅰ,10,44,41.51
9,베트남어 Ⅰ,10미만,12,11.32
1,한문 Ⅰ,45,62,7.61
2,한문 Ⅰ,40,90,11.04
3,한문 Ⅰ,35,84,10.31
4,한문 Ⅰ,30,150,18.4
5,한문 Ⅰ,25,132,16.2
6,한문 Ⅰ,20,123,15.09
7,한문 Ⅰ,15,82,10.06
8,한문 Ⅰ,10,64,7.85
9,한문 Ⅰ,10미만,28,3.44
